Starting pre-training...
 Pre-training Epoch 0:   0%|          | 0/367 [00:00<?, ?it/s] Pre-training Epoch 0:   0%|          | 1/367 [00:00<02:29,  2.44it/s] Pre-training Epoch 0:   5%|▍         | 18/367 [00:00<00:07, 45.64it/s] Pre-training Epoch 0:  10%|▉         | 36/367 [00:00<00:04, 81.38it/s] Pre-training Epoch 0:  15%|█▍        | 54/367 [00:00<00:02, 107.57it/s] Pre-training Epoch 0:  20%|█▉        | 72/367 [00:00<00:02, 127.71it/s] Pre-training Epoch 0:  25%|██▍       | 91/367 [00:00<00:01, 143.40it/s] Pre-training Epoch 0:  30%|██▉       | 109/367 [00:01<00:01, 152.88it/s] Pre-training Epoch 0:  35%|███▍      | 127/367 [00:01<00:01, 159.90it/s]recon_loss: 0.6796653270721436, dist_loss: 1.7857962846755981
recon_loss: 0.6765533089637756, dist_loss: 1.303330659866333
recon_loss: 0.043389566242694855, dist_loss: 0.452572226524353
recon_loss: 0.04338892921805382, dist_loss: 0.916825532913208
recon_loss: 0.04338836297392845, dist_loss: 0.4203903079032898
recon_loss: 0.043387774378061295, dist_loss: 0.5911505818367004
recon_loss: 0.043387189507484436, dist_loss: 0.47688770294189453
recon_loss: 0.04338664561510086, dist_loss: 0.7938096523284912
recon_loss: 0.04338608682155609, dist_loss: 0.7714941501617432
recon_loss: 0.04338550567626953, dist_loss: 0.7659524083137512
recon_loss: 0.043384939432144165, dist_loss: 0.9651668071746826
recon_loss: 0.04338441416621208, dist_loss: 0.5634142160415649
recon_loss: 0.04338385537266731, dist_loss: 0.46027934551239014
recon_loss: 0.04338332638144493, dist_loss: 0.7643915414810181
recon_loss: 0.043382808566093445, dist_loss: 0.6444560289382935
recon_loss: 0.04338229447603226, dist_loss: 0.7358813285827637
recon_loss: 0.04338182136416435, dist_loss: 0.5045265555381775
recon_loss: 0.043381381779909134, dist_loss: 0.6513772010803223
recon_loss: 0.04338090866804123, dist_loss: 1.2975404262542725
recon_loss: 0.043380383402109146, dist_loss: 0.9699452519416809
recon_loss: 0.043379899114370346, dist_loss: 0.8730877637863159
recon_loss: 0.04337941110134125, dist_loss: 1.1545591354370117
recon_loss: 0.043379027396440506, dist_loss: 0.5633206367492676
recon_loss: 0.04337861016392708, dist_loss: 0.37490004301071167
recon_loss: 0.043378204107284546, dist_loss: 0.9518296718597412
recon_loss: 0.04337776079773903, dist_loss: 0.5693650245666504
recon_loss: 0.04337730258703232, dist_loss: 0.6111360192298889
recon_loss: 0.043376822024583817, dist_loss: 0.6110967993736267
recon_loss: 0.04337630793452263, dist_loss: 0.5853708982467651
recon_loss: 0.04337581247091293, dist_loss: 0.9894997477531433
recon_loss: 0.04337535798549652, dist_loss: 0.45750677585601807
recon_loss: 0.04337484389543533, dist_loss: 0.6679205298423767
recon_loss: 0.04337428882718086, dist_loss: 0.7920105457305908
recon_loss: 0.04337378591299057, dist_loss: 0.7687380313873291
recon_loss: 0.04337324574589729, dist_loss: 0.73239666223526
recon_loss: 0.04337264597415924, dist_loss: 0.6015005707740784
recon_loss: 0.04337211325764656, dist_loss: 1.4910848140716553
recon_loss: 0.043371640145778656, dist_loss: 0.5174233317375183
recon_loss: 0.04337112233042717, dist_loss: 0.8018088340759277
recon_loss: 0.04337053745985031, dist_loss: 0.7724676132202148
recon_loss: 0.04336986690759659, dist_loss: 0.41330257058143616
recon_loss: 0.04336924850940704, dist_loss: 0.8951224684715271
recon_loss: 0.043368637561798096, dist_loss: 0.5676972270011902
recon_loss: 0.04336803779006004, dist_loss: 0.6005731821060181
recon_loss: 0.0433674082159996, dist_loss: 0.5322103500366211
recon_loss: 0.043366722762584686, dist_loss: 1.2749402523040771
recon_loss: 0.04336605221033096, dist_loss: 0.5386084914207458
recon_loss: 0.04336542263627052, dist_loss: 0.8814355134963989
recon_loss: 0.04336485266685486, dist_loss: 0.7331216931343079
recon_loss: 0.04336431249976158, dist_loss: 0.6088588237762451
recon_loss: 0.04336371272802353, dist_loss: 0.9334546327590942
recon_loss: 0.04336308687925339, dist_loss: 0.8632023334503174
recon_loss: 0.043362487107515335, dist_loss: 0.5283972024917603
recon_loss: 0.043361857533454895, dist_loss: 0.9385831356048584
recon_loss: 0.043361224234104156, dist_loss: 0.6718055009841919
recon_loss: 0.04336059093475342, dist_loss: 0.5395897030830383
recon_loss: 0.043359946459531784, dist_loss: 0.47375065088272095
recon_loss: 0.04335930570960045, dist_loss: 0.715061366558075
recon_loss: 0.04335872828960419, dist_loss: 0.6481783390045166
recon_loss: 0.04335818439722061, dist_loss: 0.4447000026702881
recon_loss: 0.04335766285657883, dist_loss: 0.827852725982666
recon_loss: 0.04335713014006615, dist_loss: 0.8464646339416504
recon_loss: 0.04335659742355347, dist_loss: 0.6276212930679321
recon_loss: 0.043356094509363174, dist_loss: 0.49924415349960327
recon_loss: 0.04335559532046318, dist_loss: 0.7886632084846497
recon_loss: 0.04335508868098259, dist_loss: 0.5942431688308716
recon_loss: 0.04335460439324379, dist_loss: 0.5176811218261719
recon_loss: 0.04335411265492439, dist_loss: 0.4128570556640625
recon_loss: 0.04335357993841171, dist_loss: 0.991814374923706
recon_loss: 0.04335302487015724, dist_loss: 0.6201126575469971
recon_loss: 0.043352507054805756, dist_loss: 0.6665690541267395
recon_loss: 0.04335204139351845, dist_loss: 0.5236543416976929
recon_loss: 0.04335150122642517, dist_loss: 0.6601470112800598
recon_loss: 0.04335087165236473, dist_loss: 0.5653104782104492
recon_loss: 0.04335024580359459, dist_loss: 0.6231375336647034
recon_loss: 0.043349672108888626, dist_loss: 0.8586903810501099
recon_loss: 0.043349139392375946, dist_loss: 0.9594513177871704
recon_loss: 0.04334864392876625, dist_loss: 0.938896656036377
recon_loss: 0.04334810748696327, dist_loss: 0.6993762850761414
recon_loss: 0.04334760457277298, dist_loss: 0.948028564453125
recon_loss: 0.04334704950451851, dist_loss: 0.4969676733016968
recon_loss: 0.04334644973278046, dist_loss: 0.8782708644866943
recon_loss: 0.043345857411623, dist_loss: 0.5221810936927795
recon_loss: 0.04334530606865883, dist_loss: 1.1464130878448486
recon_loss: 0.04334467649459839, dist_loss: 0.7204437255859375
recon_loss: 0.04334405064582825, dist_loss: 0.5578920841217041
recon_loss: 0.043343398720026016, dist_loss: 0.6093235015869141
recon_loss: 0.043342798948287964, dist_loss: 0.7265700697898865
recon_loss: 0.043342214077711105, dist_loss: 0.7143185138702393
recon_loss: 0.04334160313010216, dist_loss: 0.6003408432006836
recon_loss: 0.04334103688597679, dist_loss: 1.0244050025939941
recon_loss: 0.043340492993593216, dist_loss: 0.6391432881355286
recon_loss: 0.04334000498056412, dist_loss: 0.5096697211265564
recon_loss: 0.043339524418115616, dist_loss: 0.3067534267902374
recon_loss: 0.043339043855667114, dist_loss: 0.8864968419075012
recon_loss: 0.0433385856449604, dist_loss: 0.7286326885223389
recon_loss: 0.04333801940083504, dist_loss: 0.6644771099090576
recon_loss: 0.043337415903806686, dist_loss: 0.6890707015991211
recon_loss: 0.04333677887916565, dist_loss: 0.5567523837089539
recon_loss: 0.043336108326911926, dist_loss: 0.8492672443389893
recon_loss: 0.04333547502756119, dist_loss: 0.658178448677063
recon_loss: 0.043334852904081345, dist_loss: 0.717926561832428
recon_loss: 0.043334219604730606, dist_loss: 0.4407293200492859
recon_loss: 0.04333363473415375, dist_loss: 1.239567518234253
recon_loss: 0.0433330237865448, dist_loss: 0.9877904653549194
recon_loss: 0.04333236813545227, dist_loss: 1.1676902770996094
recon_loss: 0.04333164915442467, dist_loss: 0.6227014660835266
recon_loss: 0.04333101585507393, dist_loss: 0.42000651359558105
recon_loss: 0.043330371379852295, dist_loss: 0.86963951587677
recon_loss: 0.043329741805791855, dist_loss: 0.5228038430213928
recon_loss: 0.043329112231731415, dist_loss: 0.621327817440033
recon_loss: 0.04332849010825157, dist_loss: 0.5889769792556763
recon_loss: 0.04332789406180382, dist_loss: 0.48131969571113586
recon_loss: 0.04332732409238815, dist_loss: 0.6985407471656799
recon_loss: 0.04332675784826279, dist_loss: 1.033387541770935
recon_loss: 0.043326154351234436, dist_loss: 0.5916317701339722
recon_loss: 0.04332554712891579, dist_loss: 0.6156567931175232
recon_loss: 0.04332493245601654, dist_loss: 0.46778327226638794
recon_loss: 0.04332432895898819, dist_loss: 1.155073642730713
recon_loss: 0.04332375153899193, dist_loss: 1.0250608921051025
recon_loss: 0.04332318156957626, dist_loss: 0.7853567600250244
recon_loss: 0.0433226116001606, dist_loss: 0.8758277297019958
recon_loss: 0.04332206770777702, dist_loss: 0.5647743344306946
recon_loss: 0.043321531265974045, dist_loss: 1.1556227207183838
recon_loss: 0.04332101345062256, dist_loss: 0.4546286463737488
recon_loss: 0.04332047700881958, dist_loss: 0.6254069805145264
recon_loss: 0.043319884687662125, dist_loss: 0.4833507537841797
recon_loss: 0.04331929236650467, dist_loss: 0.9978298544883728
recon_loss: 0.04331868141889572, dist_loss: 0.5572763681411743
recon_loss: 0.04331808164715767, dist_loss: 0.9843251705169678
Pre-training Epoch 6:  74%|███████▎  | 270/367 [00:01<00:00, 173.99it/s]Pre-training Epoch 6:  78%|███████▊  | 288/367 [00:01<00:00, 175.43it/s]Pre-training Epoch 6:  83%|████████▎ | 306/367 [00:01<00:00, 176.33it/s]Pre-training Epoch 6:  88%|████████▊ | 324/367 [00:01<00:00, 174.94it/s]Pre-training Epoch 6:  93%|█████████▎| 342/367 [00:01<00:00, 166.37it/s]Pre-training Epoch 6:  98%|█████████▊| 359/367 [00:02<00:00, 164.00it/s]Pre-training Epoch 6: 100%|██████████| 367/367 [00:02<00:00, 171.11it/s]
recon_loss: 0.043317507952451706, dist_loss: 0.7275563478469849
recon_loss: 0.04331698641180992, dist_loss: 0.671855092048645
recon_loss: 0.04331648349761963, dist_loss: 1.425180435180664
recon_loss: 0.04331592097878456, dist_loss: 0.8502737283706665
recon_loss: 0.04331532493233681, dist_loss: 0.7483081221580505
recon_loss: 0.04331468045711517, dist_loss: 0.38581356406211853
recon_loss: 0.04331405833363533, dist_loss: 0.7307744026184082
recon_loss: 0.04331347718834877, dist_loss: 0.68487149477005
recon_loss: 0.04331284388899803, dist_loss: 1.2802608013153076
recon_loss: 0.043312180787324905, dist_loss: 0.4499073028564453
recon_loss: 0.043311506509780884, dist_loss: 0.5413742661476135
recon_loss: 0.043310798704624176, dist_loss: 0.71576327085495
recon_loss: 0.043310146778821945, dist_loss: 0.7035020589828491
recon_loss: 0.04330945387482643, dist_loss: 0.9336667656898499
recon_loss: 0.04330885037779808, dist_loss: 1.1157276630401611
recon_loss: 0.04330819472670555, dist_loss: 0.6066617965698242
recon_loss: 0.04330756515264511, dist_loss: 0.8517213463783264
recon_loss: 0.043306902050971985, dist_loss: 0.5739824771881104
recon_loss: 0.04330623149871826, dist_loss: 1.180437445640564
recon_loss: 0.043305546045303345, dist_loss: 1.122069001197815
recon_loss: 0.04330485686659813, dist_loss: 0.9012112021446228
recon_loss: 0.04330424219369888, dist_loss: 0.41083014011383057
recon_loss: 0.04330359771847725, dist_loss: 0.5114303231239319
recon_loss: 0.043302927166223526, dist_loss: 0.9774894714355469
recon_loss: 0.04330228641629219, dist_loss: 0.6308884024620056
recon_loss: 0.04330166429281235, dist_loss: 0.9113509654998779
recon_loss: 0.04330107942223549, dist_loss: 0.4724429249763489
recon_loss: 0.04330043867230415, dist_loss: 0.6872463226318359
recon_loss: 0.043299753218889236, dist_loss: 0.7897077798843384
recon_loss: 0.04329909384250641, dist_loss: 0.5871699452400208
recon_loss: 0.043298497796058655, dist_loss: 0.7267041206359863
recon_loss: 0.043297890573740005, dist_loss: 0.5615944862365723
recon_loss: 0.043297260999679565, dist_loss: 0.331413596868515
recon_loss: 0.04329662770032883, dist_loss: 0.7889455556869507
recon_loss: 0.04329603910446167, dist_loss: 0.426044225692749
recon_loss: 0.04329543933272362, dist_loss: 0.4246447682380676
recon_loss: 0.04329486936330795, dist_loss: 1.1184406280517578
recon_loss: 0.04329433664679527, dist_loss: 0.6268360614776611
recon_loss: 0.043293874710798264, dist_loss: 1.1143981218338013
recon_loss: 0.04329339414834976, dist_loss: 0.7037819027900696
recon_loss: 0.04329288378357887, dist_loss: 0.5897868275642395
recon_loss: 0.043292392045259476, dist_loss: 0.8756134510040283
recon_loss: 0.04329194128513336, dist_loss: 0.48043107986450195
recon_loss: 0.04329143837094307, dist_loss: 0.6616705656051636
recon_loss: 0.04329092055559158, dist_loss: 0.595304012298584
recon_loss: 0.0432903878390789, dist_loss: 0.8008102178573608
recon_loss: 0.04328984394669533, dist_loss: 0.5364459156990051
recon_loss: 0.04328932240605354, dist_loss: 0.6627014875411987
recon_loss: 0.04328880086541176, dist_loss: 0.9662452936172485
recon_loss: 0.043288230895996094, dist_loss: 0.6835993528366089
recon_loss: 0.043287623673677444, dist_loss: 0.7911244630813599
recon_loss: 0.04328707978129387, dist_loss: 0.2897678017616272
recon_loss: 0.04328650236129761, dist_loss: 0.6422852277755737
recon_loss: 0.04328595846891403, dist_loss: 0.5018622875213623
recon_loss: 0.04328541457653046, dist_loss: 0.519111156463623
recon_loss: 0.04328496381640434, dist_loss: 0.4833717346191406
recon_loss: 0.04328455403447151, dist_loss: 0.6263072490692139
recon_loss: 0.04328412935137749, dist_loss: 1.0259828567504883
recon_loss: 0.04328364133834839, dist_loss: 0.477314293384552
recon_loss: 0.04328314960002899, dist_loss: 0.9165328741073608
recon_loss: 0.043282583355903625, dist_loss: 0.7656240463256836
recon_loss: 0.04328206926584244, dist_loss: 0.9524454474449158
recon_loss: 0.043281588703393936, dist_loss: 0.5942941904067993
recon_loss: 0.04328102990984917, dist_loss: 0.5901613831520081
recon_loss: 0.04328049346804619, dist_loss: 0.9325870275497437
recon_loss: 0.043279923498630524, dist_loss: 0.883450448513031
recon_loss: 0.0432792529463768, dist_loss: 1.2235281467437744
recon_loss: 0.04327847808599472, dist_loss: 1.1100225448608398
recon_loss: 0.04327771067619324, dist_loss: 0.7958685159683228
recon_loss: 0.04327705129981041, dist_loss: 0.44839829206466675
recon_loss: 0.043276358395814896, dist_loss: 0.5123409032821655
recon_loss: 0.04327565059065819, dist_loss: 0.9689960479736328
recon_loss: 0.04327496886253357, dist_loss: 0.7571854591369629
recon_loss: 0.043274324387311935, dist_loss: 0.5973347425460815
recon_loss: 0.04327366501092911, dist_loss: 0.6140813827514648
recon_loss: 0.04327302798628807, dist_loss: 0.5282014012336731
recon_loss: 0.04327237978577614, dist_loss: 0.4968872368335724
recon_loss: 0.04327176511287689, dist_loss: 0.8246816992759705
recon_loss: 0.043271198868751526, dist_loss: 0.554872453212738
recon_loss: 0.04327067732810974, dist_loss: 0.4927433729171753
recon_loss: 0.043270133435726166, dist_loss: 0.7634468674659729
recon_loss: 0.043269626796245575, dist_loss: 0.7641819715499878
recon_loss: 0.04326901212334633, dist_loss: 0.7313715219497681
recon_loss: 0.0432683601975441, dist_loss: 0.7061482071876526
recon_loss: 0.043267760425806046, dist_loss: 0.6422029733657837
recon_loss: 0.043267033994197845, dist_loss: 0.9027729034423828
recon_loss: 0.043266333639621735, dist_loss: 0.5943639278411865
recon_loss: 0.04326565936207771, dist_loss: 0.8415051698684692
recon_loss: 0.04326505586504936, dist_loss: 0.8162453770637512
recon_loss: 0.043264470994472504, dist_loss: 0.8165686130523682
recon_loss: 0.04326391592621803, dist_loss: 0.5980098247528076
recon_loss: 0.043263308703899384, dist_loss: 0.5018786191940308
recon_loss: 0.043262723833322525, dist_loss: 1.0222218036651611
recon_loss: 0.04326210543513298, dist_loss: 0.773059070110321
recon_loss: 0.043261487036943436, dist_loss: 0.5504700541496277
recon_loss: 0.04326096922159195, dist_loss: 0.7931675910949707
recon_loss: 0.043260496109724045, dist_loss: 0.6088926792144775
recon_loss: 0.04325995594263077, dist_loss: 0.5328075289726257
recon_loss: 0.0432594008743763, dist_loss: 0.5937668085098267
recon_loss: 0.04325880855321884, dist_loss: 0.9810499548912048
recon_loss: 0.04325820133090019, dist_loss: 0.5907490849494934
recon_loss: 0.043257568031549454, dist_loss: 0.5436835885047913
recon_loss: 0.04325692355632782, dist_loss: 0.7806309461593628
recon_loss: 0.04325636476278305, dist_loss: 0.6318840980529785
recon_loss: 0.04325583577156067, dist_loss: 0.6306158304214478
recon_loss: 0.0432552807033062, dist_loss: 0.888656735420227
recon_loss: 0.043254707008600235, dist_loss: 0.4754645526409149
recon_loss: 0.04325411096215248, dist_loss: 0.9145166277885437
recon_loss: 0.043253522366285324, dist_loss: 1.2238305807113647
Pre-training Epoch 7:   0%|          | 0/367 [00:00<?, ?it/s]Pre-training Epoch 7:   4%|▍         | 16/367 [00:00<00:02, 155.44it/s]Pre-training Epoch 7:   9%|▉         | 34/367 [00:00<00:01, 168.65it/s]Pre-training Epoch 7:  14%|█▍        | 52/367 [00:00<00:01, 173.37it/s]Pre-training Epoch 7:  19%|█▉        | 70/367 [00:00<00:01, 175.52it/s]Pre-training Epoch 7:  24%|██▍       | 88/367 [00:00<00:01, 176.41it/s]Pre-training Epoch 7:  29%|██▉       | 106/367 [00:00<00:01, 177.27it/s]Pre-training Epoch 7:  34%|███▍      | 124/367 [00:00<00:01, 177.54it/s]recon_loss: 0.04325278475880623, dist_loss: 0.8074393272399902
recon_loss: 0.04325208440423012, dist_loss: 0.7563313245773315
recon_loss: 0.04325142130255699, dist_loss: 1.0766441822052002
recon_loss: 0.04325081408023834, dist_loss: 0.48208871483802795
recon_loss: 0.04325021058320999, dist_loss: 0.6412633657455444
recon_loss: 0.043249696493148804, dist_loss: 0.5638883709907532
recon_loss: 0.04324917495250702, dist_loss: 1.1302261352539062
recon_loss: 0.04324864596128464, dist_loss: 0.4124540090560913
recon_loss: 0.043248143047094345, dist_loss: 0.8297169804573059
recon_loss: 0.04324768856167793, dist_loss: 1.0410783290863037
recon_loss: 0.043247271329164505, dist_loss: 0.6368447542190552
recon_loss: 0.04324682429432869, dist_loss: 0.8462697863578796
recon_loss: 0.043246373534202576, dist_loss: 0.419854074716568
recon_loss: 0.043245866894721985, dist_loss: 0.6604474782943726
recon_loss: 0.0432453416287899, dist_loss: 1.0981934070587158
recon_loss: 0.043244849890470505, dist_loss: 1.1163444519042969
recon_loss: 0.04324433580040932, dist_loss: 1.0809303522109985
recon_loss: 0.04324379935860634, dist_loss: 0.7273820042610168
recon_loss: 0.04324321821331978, dist_loss: 0.7183558344841003
recon_loss: 0.04324265569448471, dist_loss: 0.4957452416419983
recon_loss: 0.04324213042855263, dist_loss: 0.38780590891838074
recon_loss: 0.043241582810878754, dist_loss: 0.6061266660690308
recon_loss: 0.04324105381965637, dist_loss: 0.508064866065979
recon_loss: 0.04324054718017578, dist_loss: 0.5967023372650146
recon_loss: 0.043240051716566086, dist_loss: 0.41863012313842773
recon_loss: 0.04323958978056908, dist_loss: 0.5535135269165039
recon_loss: 0.04323903098702431, dist_loss: 0.4810764789581299
recon_loss: 0.04323842003941536, dist_loss: 0.808117151260376
recon_loss: 0.043237797915935516, dist_loss: 1.028336763381958
recon_loss: 0.04323720932006836, dist_loss: 0.35420799255371094
recon_loss: 0.0432366207242012, dist_loss: 0.6528956890106201
recon_loss: 0.043236080557107925, dist_loss: 0.6268675327301025
recon_loss: 0.04323556646704674, dist_loss: 0.7239959836006165
recon_loss: 0.04323522746562958, dist_loss: 0.9652652144432068
recon_loss: 0.043234825134277344, dist_loss: 0.8211749792098999
recon_loss: 0.04323429986834526, dist_loss: 0.45919740200042725
recon_loss: 0.04323377087712288, dist_loss: 0.3792460560798645
recon_loss: 0.043233249336481094, dist_loss: 0.34631669521331787
recon_loss: 0.04323267191648483, dist_loss: 0.45575499534606934
recon_loss: 0.04323204234242439, dist_loss: 0.3345358967781067
recon_loss: 0.04323135316371918, dist_loss: 0.4290231764316559
recon_loss: 0.04323066398501396, dist_loss: 0.821104109287262
recon_loss: 0.04322998970746994, dist_loss: 1.083882212638855
recon_loss: 0.043229397386312485, dist_loss: 0.7934341430664062
recon_loss: 0.04322882369160652, dist_loss: 0.349872887134552
recon_loss: 0.043228209018707275, dist_loss: 0.6507236957550049
recon_loss: 0.043227631598711014, dist_loss: 0.759704053401947
recon_loss: 0.043227098882198334, dist_loss: 0.6405625939369202
recon_loss: 0.04322652891278267, dist_loss: 0.32210785150527954
recon_loss: 0.0432259663939476, dist_loss: 1.2399895191192627
recon_loss: 0.04322538524866104, dist_loss: 0.46517565846443176
recon_loss: 0.043224822729825974, dist_loss: 0.35557132959365845
recon_loss: 0.04322425648570061, dist_loss: 0.7985062003135681
recon_loss: 0.043223705142736435, dist_loss: 0.8318268060684204
recon_loss: 0.043223150074481964, dist_loss: 0.4002116620540619
recon_loss: 0.043222542852163315, dist_loss: 1.0372827053070068
recon_loss: 0.04322192817926407, dist_loss: 0.7694142460823059
recon_loss: 0.04322135075926781, dist_loss: 0.7241260409355164
recon_loss: 0.043220680207014084, dist_loss: 0.8795973062515259
recon_loss: 0.043220117688179016, dist_loss: 0.8037533760070801
recon_loss: 0.043219566345214844, dist_loss: 0.8487850427627563
recon_loss: 0.04321892186999321, dist_loss: 1.0144633054733276
recon_loss: 0.04321832209825516, dist_loss: 0.5192219614982605
recon_loss: 0.04321770370006561, dist_loss: 1.0540838241577148
recon_loss: 0.04321708902716637, dist_loss: 0.4235454797744751
recon_loss: 0.04321644827723503, dist_loss: 0.7202967405319214
recon_loss: 0.043215878307819366, dist_loss: 0.741712212562561
recon_loss: 0.0432153046131134, dist_loss: 0.47662824392318726
recon_loss: 0.04321473836898804, dist_loss: 0.689984142780304
recon_loss: 0.04321422055363655, dist_loss: 0.5512489080429077
recon_loss: 0.04321367293596268, dist_loss: 0.5256518125534058
recon_loss: 0.043213143944740295, dist_loss: 0.7106101512908936
recon_loss: 0.043212659657001495, dist_loss: 1.0792853832244873
recon_loss: 0.04321226850152016, dist_loss: 0.6683012843132019
recon_loss: 0.04321186989545822, dist_loss: 0.9236605167388916
recon_loss: 0.04321147873997688, dist_loss: 0.6968695521354675
recon_loss: 0.04321103170514107, dist_loss: 0.5840317010879517
recon_loss: 0.04321064427495003, dist_loss: 0.6514235734939575
recon_loss: 0.0432102344930172, dist_loss: 0.735339879989624
recon_loss: 0.04320976883172989, dist_loss: 0.5445625185966492
recon_loss: 0.04320929944515228, dist_loss: 0.5188314914703369
recon_loss: 0.04320885241031647, dist_loss: 0.5731171369552612
recon_loss: 0.043208375573158264, dist_loss: 1.0284643173217773
recon_loss: 0.043207887560129166, dist_loss: 0.5819172263145447
recon_loss: 0.043207358568906784, dist_loss: 0.5470074415206909
recon_loss: 0.04320681095123291, dist_loss: 0.9929153919219971
recon_loss: 0.0432061031460762, dist_loss: 0.6184475421905518
recon_loss: 0.043205372989177704, dist_loss: 0.3893545866012573
recon_loss: 0.043204620480537415, dist_loss: 0.9895009994506836
recon_loss: 0.043204016983509064, dist_loss: 0.6538162231445312
recon_loss: 0.04320332035422325, dist_loss: 0.304099977016449
recon_loss: 0.04320261627435684, dist_loss: 0.6410414576530457
recon_loss: 0.043201930820941925, dist_loss: 0.7884538769721985
recon_loss: 0.043201249092817307, dist_loss: 0.6576768159866333
recon_loss: 0.04320061206817627, dist_loss: 0.6112473011016846
recon_loss: 0.04319996014237404, dist_loss: 0.6904804110527039
recon_loss: 0.04319929704070091, dist_loss: 0.9104270935058594
recon_loss: 0.0431986004114151, dist_loss: 0.6655948758125305
recon_loss: 0.043197836726903915, dist_loss: 0.3397483229637146
recon_loss: 0.043197061866521835, dist_loss: 0.398451566696167
recon_loss: 0.04319630190730095, dist_loss: 0.6021308898925781
recon_loss: 0.04319559410214424, dist_loss: 0.6337002515792847
recon_loss: 0.043195001780986786, dist_loss: 0.42128485441207886
recon_loss: 0.04319444298744202, dist_loss: 0.9317210912704468
recon_loss: 0.04319390654563904, dist_loss: 0.3835662603378296
recon_loss: 0.04319334030151367, dist_loss: 0.7464959025382996
recon_loss: 0.04319275543093681, dist_loss: 0.8633167743682861
recon_loss: 0.04319214075803757, dist_loss: 0.49594542384147644
recon_loss: 0.04319153353571892, dist_loss: 0.43241047859191895
recon_loss: 0.043190907686948776, dist_loss: 0.6139106750488281
recon_loss: 0.04319025203585625, dist_loss: 0.887601375579834
recon_loss: 0.04318952560424805, dist_loss: 1.2175419330596924
recon_loss: 0.04318877309560776, dist_loss: 0.5351886749267578
recon_loss: 0.04318813234567642, dist_loss: 0.7871884107589722
recon_loss: 0.04318748787045479, dist_loss: 0.7059011459350586
recon_loss: 0.04318689554929733, dist_loss: 0.8941345810890198
recon_loss: 0.043186284601688385, dist_loss: 0.9073214530944824
recon_loss: 0.04318557307124138, dist_loss: 0.7313426733016968
recon_loss: 0.04318491742014885, dist_loss: 0.6709349155426025
recon_loss: 0.0431843101978302, dist_loss: 0.8710616230964661
recon_loss: 0.043183766305446625, dist_loss: 0.7264600992202759
recon_loss: 0.04318328574299812, dist_loss: 0.8452939987182617
recon_loss: 0.04318274185061455, dist_loss: 0.601662278175354
recon_loss: 0.043182242661714554, dist_loss: 0.5651378631591797
recon_loss: 0.043181732296943665, dist_loss: 0.4027528166770935
recon_loss: 0.043181199580430984, dist_loss: 0.5182706713676453
recon_loss: 0.043180666863918304, dist_loss: 0.5239816308021545
recon_loss: 0.04318011552095413, dist_loss: 0.5953470468521118
recon_loss: 0.04317958652973175, dist_loss: 0.6031320095062256
Pre-training Epoch 7:  39%|███▊      | 142/367 [00:00<00:01, 178.01it/s]Pre-training Epoch 7:  44%|████▎     | 160/367 [00:00<00:01, 177.64it/s]Pre-training Epoch 7:  49%|████▊     | 178/367 [00:01<00:01, 175.58it/s]Pre-training Epoch 7:  53%|█████▎    | 196/367 [00:01<00:00, 176.03it/s]Pre-training Epoch 7:  58%|█████▊    | 214/367 [00:01<00:00, 176.05it/s]Pre-training Epoch 7:  63%|██████▎   | 233/367 [00:01<00:00, 177.07it/s]Pre-training Epoch 7:  68%|██████▊   | 251/367 [00:01<00:00, 174.71it/s]recon_loss: 0.04317905753850937, dist_loss: 0.8112648725509644
recon_loss: 0.04317852482199669, dist_loss: 0.890706479549408
recon_loss: 0.0431780107319355, dist_loss: 0.5016284584999084
recon_loss: 0.04317747801542282, dist_loss: 0.2600005865097046
recon_loss: 0.04317692294716835, dist_loss: 0.7093887329101562
recon_loss: 0.043176423758268356, dist_loss: 0.3794211745262146
recon_loss: 0.04317594692111015, dist_loss: 0.8225782513618469
recon_loss: 0.043175410479307175, dist_loss: 1.0363858938217163
recon_loss: 0.04317484423518181, dist_loss: 0.9871333837509155
recon_loss: 0.043174225836992264, dist_loss: 1.1368812322616577
recon_loss: 0.04317360371351242, dist_loss: 1.1985352039337158
recon_loss: 0.04317300394177437, dist_loss: 0.9065090417861938
recon_loss: 0.04317236319184303, dist_loss: 0.6768382787704468
recon_loss: 0.043171703815460205, dist_loss: 0.6599959135055542
recon_loss: 0.04317105561494827, dist_loss: 0.6482874155044556
recon_loss: 0.04317038133740425, dist_loss: 0.4024348258972168
recon_loss: 0.04316967725753784, dist_loss: 0.7690516710281372
recon_loss: 0.0431690514087677, dist_loss: 1.06795072555542
recon_loss: 0.04316834732890129, dist_loss: 0.5879025459289551
recon_loss: 0.04316764324903488, dist_loss: 0.4305064082145691
recon_loss: 0.04316694661974907, dist_loss: 0.8243023753166199
recon_loss: 0.04316619783639908, dist_loss: 0.8066662549972534
recon_loss: 0.04316543787717819, dist_loss: 0.5015581846237183
recon_loss: 0.0431647002696991, dist_loss: 0.5563343167304993
recon_loss: 0.043164078146219254, dist_loss: 1.2768137454986572
recon_loss: 0.04316345974802971, dist_loss: 0.3956282138824463
recon_loss: 0.04316287115216255, dist_loss: 0.6351289749145508
recon_loss: 0.04316223785281181, dist_loss: 0.5907323360443115
recon_loss: 0.04316163435578346, dist_loss: 0.4532996416091919
